,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507426,Stock,320106069,EVRG,-150.0,66.54183665
1,DU1507426,Stock,11520,RCL,-86.0,119.06578835
2,DU1507426,Stock,5407,CAH,-200.0,50.183842
3,DU1507426,Stock,13805,WMB,-464.0,21.71443145
4,DU1507426,Stock,233674866,CHTR,-21.0,485.3222143
5,DU1507426,Stock,89495776,MPC,-190.0,52.8435237
6,DU1507426,Stock,11697,ROK,-52.0,195.5766019
7,DU1507426,Stock,269315,FISV,-84.0,119.1755095
8,DU1507426,Stock,11295,PPG,76.0,130.4031579
9,DU1507426,Stock,13535,VNO,-152.0,65.77167695
10,DU1507426,Stock,105669270,PSX,-104.0,97.2482519
11,DU1507426,Stock,5026984,LNT,-180.0,55.4631772
12,DU1507426,Stock,375796353,XRX,-286.0,37.00411505
13,DU1507426,Stock,9360,MAS,-209.0,48.11780815
14,DU1507426,Stock,272207,MXIM,-163.0,61.16247975
15,DU1507426,Stock,5980,CPB,-203.0,48.9938665
16,DU1507426,Stock,12120,SHW,-18.0,563.63265555
17,DU1507426,Stock,270188,HOLX,-184.0,54.23332335
18,DU1507426,Stock,87335484,C,-131.0,77.2406481
19,DU1507426,Stock,5941,COF,-99.0,101.6673717
20,DU1507426,Stock,6477749,FLS,-201.0,50.2388408
21,DU1507426,Stock,105316759,AON,-48.0,207.5247521
22,DU1507426,Stock,4728759,CTSH,-100.0,60.618626
23,DU1507426,Stock,2586156,KMX,-110.0,90.8389091
24,DU1507426,Stock,276222,XLNX,2.0,96.32
25,DU1507426,Stock,5794,CLX,-66.0,152.1615788
26,DU1507426,Stock,371886040,LHX,-47.0,210.84424045
27,DU1507426,Stock,6585,DTE,-78.0,129.1643859
28,DU1507426,Stock,136370275,ICE,-103.0,96.2681796
29,DU1507426,Stock,308728373,BKNG,5.0,1996.7
30,DU1507426,Stock,262397910,SBAC,39.0,252.56564105
31,DU1507426,Stock,53855036,DISCA,-330.0,30.25425455
32,DU1507426,Stock,272428,JWN,-262.0,38.4040859
33,DU1507426,Stock,661547,PPL,-283.0,35.3041502
34,DU1507426,Stock,4157,ADI,84.0,119.83190475
35,DU1507426,Stock,125005718,LB,-505.0,19.9323891
36,DU1507426,Stock,11032,PFG,183.0,53.26549455
37,DU1507426,Stock,4886,BDX,-36.0,277.66635555
38,DU1507426,Stock,13101,TXT,-225.0,44.8117311
39,DU1507426,Stock,1714996,ABC,118.0,83.2958229
40,DU1507426,Stock,181764593,EQIX,-17.0,582.559
41,DU1507426,Stock,4901,VZ,165.0,60.5260606
42,DU1507426,Stock,2841574,MS,-194.0,52.1836459
43,DU1507426,Stock,9174,LNC,176.0,54.8856818
44,DU1507426,Stock,6231002,UPS,-87.0,115.1960023
45,DU1507426,Stock,9091,LEN,168.0,68.5559524
46,DU1507426,Stock,6735,EFX,-68.0,146.47214265
47,DU1507426,Stock,12869,TMO,-30.0,332.23967
48,DU1507426,Stock,8809,KEY,-533.0,18.9751073
49,DU1507426,Stock,272992,PCAR,-134.0,75.59085375
50,DU1507426,Stock,12814,TJX,-164.0,61.0503244
51,DU1507426,Stock,198560237,WEC,-102.0,97.7080539
52,DU1507426,Stock,8758,K,-145.0,69.1315531
53,DU1507426,Stock,2585323,MTB,-61.0,166.20004755
54,DU1507426,Stock,94078796,FBHS,-153.0,65.2716013
55,DU1507426,Stock,4817,BBY,-112.0,89.4991
56,DU1507426,Stock,3629755,URI,62.0,157.91612905
57,DU1507426,Stock,10880,OXY,-243.0,41.5798638
58,DU1507426,Stock,4762,BA,-32.0,317.87205
59,DU1507426,Stock,236074120,FTV,131.0,74.7276336
60,DU1507426,Stock,209411798,HPE,-691.0,14.65457755
61,DU1507426,Stock,6842,EMR,-136.0,74.07099485
