,Compte,Type,conId,Ticker,Quantité,Average Cost
0,U3229419,Stock,270018,HBAN,-2000.0,8.20469955
1,U3229419,Stock,13977,XOM,82.0,61.0621951
2,U3229419,Stock,4886,BDX,-60.0,251.997645
3,U3229419,Stock,273815,RF,-1434.0,10.99463785
4,U3229419,Stock,276329,ZION,-488.0,31.4141867
5,U3229419,Stock,3655640,HSIC,86.0,57.2416279
6,U3229419,Stock,49921110,NTAP,-125.0,40.580984
7,U3229419,Stock,196610642,AGN,-90.0,178.7637078
8,U3229419,Stock,138438437,ALLE,-166.0,102.2631024
9,U3229419,Stock,257944570,HLT,208.0,70.005
10,U3229419,Stock,13284,UNP,96.0,153.96041665
11,U3229419,Stock,269753,GILD,-71.0,70.5942366
12,U3229419,Stock,1448494,WAT,84.0,177.63190475
