,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507425,Stock,272207,MXIM,-163.0,61.8924644
1,DU1507425,Stock,276329,ZION,-194.0,51.6636567
2,DU1507425,Stock,181764593,EQIX,-17.0,579.73905295
3,DU1507425,Stock,233674866,CHTR,-20.0,489.38975
4,DU1507425,Stock,129348126,NWSA,-708.0,14.1145887
5,DU1507425,Stock,11697,ROK,-49.0,203.2752653
6,DU1507425,Stock,12814,TJX,-164.0,61.0425195
7,DU1507425,Stock,45182651,CXO,-117.0,85.81955725
8,DU1507425,Stock,120643512,NCLH,-172.0,58.25286105
9,DU1507425,Stock,10375,WFC,-186.0,53.9933871
10,DU1507425,Stock,9360,MAS,-208.0,48.023887
11,DU1507425,Stock,5794,CLX,-66.0,152.18127575
