,Compte,Type,conId,Ticker,Quantité,Average Cost
0,DU1507425,Stock,308728373,BKNG,-5.0,2069.05704
1,DU1507425,Stock,8809,KEY,-492.0,20.31446035
2,DU1507425,Stock,45182651,CXO,-117.0,85.81955725
3,DU1507425,Stock,269318,FITB,-323.0,30.97423965
4,DU1507425,Stock,272428,JWN,-248.0,40.41404435
5,DU1507425,Stock,120643512,NCLH,-172.0,58.25286105
6,DU1507425,Stock,10375,WFC,-186.0,53.9933871
7,DU1507425,Stock,236074120,FTV,-131.0,76.7206588
8,DU1507425,Stock,9360,MAS,-208.0,48.023887
9,DU1507425,Stock,129348126,NWSA,-708.0,14.1145887
10,DU1507425,Stock,5794,CLX,-66.0,152.18127575
11,DU1507425,Stock,6585,DTE,-78.0,128.60439745
12,DU1507425,Stock,11697,ROK,-49.0,203.2752653
