,Compte,Type,conId,Ticker,Quantité,Average Cost
0,U3229419,Stock,6248722,JNPR,-565.0,23.28276175
1,U3229419,Stock,270018,HBAN,-893.0,13.8904606
2,U3229419,Stock,50530752,AWK,-37.0,134.0000784
3,U3229419,Stock,105669270,PSX,-107.0,90.3586645
4,U3229419,Stock,347409760,CPRI,159.0,30.8962893
5,U3229419,Stock,5021340,BXP,-94.0,143.83456275
6,U3229419,Stock,276329,ZION,-276.0,46.5207942
7,U3229419,Stock,3655640,HSIC,-185.0,70.3293708
8,U3229419,Stock,270188,HOLX,-93.0,53.52802045
9,U3229419,Stock,138438437,ALLE,-38.0,128.91089735
10,U3229419,Stock,40773257,WU,-178.0,27.633691
11,U3229419,Stock,6231002,UPS,-77.0,103.27462595
12,U3229419,Stock,10880,OXY,-337.0,40.6090801
13,U3229419,Stock,4457287,IT,-66.0,155.26151515
14,U3229419,Stock,9360,MAS,-100.0,49.228862
15,U3229419,Stock,273815,RF,-832.0,15.92694905
16,U3229419,Stock,49921110,NTAP,-95.0,57.0181737
17,U3229419,Stock,95514904,CBRE,-81.0,61.07627035
18,U3229419,Stock,272942,PAYX,-56.0,88.1801982
19,U3229419,Stock,269753,GILD,-203.0,67.4919813
20,U3229419,Stock,198032496,WRK,-343.0,39.57540585
21,U3229419,Stock,10174,NEM,-118.0,42.36052965
22,U3229419,Stock,1448494,WAT,-43.0,221.7520349
23,U3229419,Stock,6842,EMR,-180.0,73.81978445
24,U3229419,Stock,5684,CVX,-127.0,107.91662285
25,U3229419,Stock,292491487,TPR,-349.0,27.5643103
